/work/fastas/ISO1.fasta	/work/fastas/ISO1.fasta	99.9798	1500	1600
/work/fastas/ISO2.fasta	/work/fastas/ISO1.fasta	99.8825	1500	1600
/work/fastas/ISO3.fasta	/work/fastas/ISO1.fasta	99.9072	1500	1600
/work/fastas/ISO4.fasta	/work/fastas/ISO1.fasta	98.7382	1500	1600
/work/fastas/ISO5.fasta	/work/fastas/ISO1.fasta	98.7377	1500	1600
/work/fastas/ISO6.fasta	/work/fastas/ISO1.fasta	98.6886	1500	1600
/work/fastas/GCF_000005845.2.fasta	/work/fastas/ISO1.fasta	97.4238	1500	1600
/work/fastas/ISO1.fasta	/work/fastas/ISO2.fasta	99.9296	1500	1600
/work/fastas/ISO2.fasta	/work/fastas/ISO2.fasta	100.0224	1500	1600
/work/fastas/ISO3.fasta	/work/fastas/ISO2.fasta	99.8885	1500	1600
/work/fastas/ISO4.fasta	/work/fastas/ISO2.fasta	98.6798	1500	1600
/work/fastas/ISO5.fasta	/work/fastas/ISO2.fasta	98.6557	1500	1600
/work/fastas/ISO6.fasta	/work/fastas/ISO2.fasta	98.7174	1500	1600
/work/fastas/GCF_000005845.2.fasta	/work/fastas/ISO2.fasta	97.3698	1500	1600
/work/fastas/ISO1.fasta	/work/fastas/ISO3.fasta	99.9125	1500	1600
/work/fastas/ISO2.fasta	/work/fastas/ISO3.fasta	99.8638	1500	1600
/work/fastas/ISO3.fasta	/work/fastas/ISO3.fasta	99.9873	1500	1600
/work/fastas/ISO4.fasta	/work/fastas/ISO3.fasta	98.6814	1500	1600
/work/fastas/ISO5.fasta	/work/fastas/ISO3.fasta	98.7315	1500	1600
/work/fastas/ISO6.fasta	/work/fastas/ISO3.fasta	98.6868	1500	1600
/work/fastas/GCF_000005845.2.fasta	/work/fastas/ISO3.fasta	97.394	1500	1600
/work/fastas/ISO1.fasta	/work/fastas/ISO4.fasta	98.6939	1500	1600
/work/fastas/ISO2.fasta	/work/fastas/ISO4.fasta	98.7102	1500	1600
/work/fastas/ISO3.fasta	/work/fastas/ISO4.fasta	98.6904	1500	1600
/work/fastas/ISO4.fasta	/work/fastas/ISO4.fasta	100.0458	1500	1600
/work/fastas/ISO5.fasta	/work/fastas/ISO4.fasta	99.9471	1500	1600
/work/fastas/ISO6.fasta	/work/fastas/ISO4.fasta	99.9415	1500	1600
/work/fastas/GCF_000005845.2.fasta	/work/fastas/ISO4.fasta	97.3583	1500	1600
/work/fastas/ISO1.fasta	/work/fastas/ISO5.fasta	98.6977	1500	1600
/work/fastas/ISO2.fasta	/work/fastas/ISO5.fasta	98.6839	1500	1600
/work/fastas/ISO3.fasta	/work/fastas/ISO5.fasta	98.7173	1500	1600
/work/fastas/ISO4.fasta	/work/fastas/ISO5.fasta	99.9136	1500	1600
/work/fastas/ISO5.fasta	/work/fastas/ISO5.fasta	100.0359	1500	1600
/work/fastas/ISO6.fasta	/work/fastas/ISO5.fasta	99.9448	1500	1600
/work/fastas/GCF_000005845.2.fasta	/work/fastas/ISO5.fasta	97.4074	1500	1600
/work/fastas/ISO1.fasta	/work/fastas/ISO6.fasta	98.7035	1500	1600
/work/fastas/ISO2.fasta	/work/fastas/ISO6.fasta	98.7442	1500	1600
/work/fastas/ISO3.fasta	/work/fastas/ISO6.fasta	98.7392	1500	1600
/work/fastas/ISO4.fasta	/work/fastas/ISO6.fasta	99.891	1500	1600
/work/fastas/ISO5.fasta	/work/fastas/ISO6.fasta	99.855	1500	1600
/work/fastas/ISO6.fasta	/work/fastas/ISO6.fasta	100.0278	1500	1600
/work/fastas/GCF_000005845.2.fasta	/work/fastas/ISO6.fasta	97.4426	1500	1600
/work/fastas/ISO1.fasta	/work/fastas/GCF_000005845.2.fasta	97.3877	1500	1600
/work/fastas/ISO2.fasta	/work/fastas/GCF_000005845.2.fasta	97.3745	1500	1600
/work/fastas/ISO3.fasta	/work/fastas/GCF_000005845.2.fasta	97.3588	1500	1600
/work/fastas/ISO4.fasta	/work/fastas/GCF_000005845.2.fasta	97.3891	1500	1600
/work/fastas/ISO5.fasta	/work/fastas/GCF_000005845.2.fasta	97.3683	1500	1600
/work/fastas/ISO6.fasta	/work/fastas/GCF_000005845.2.fasta	97.3634	1500	1600
/work/fastas/GCF_000005845.2.fasta	/work/fastas/GCF_000005845.2.fasta	99.9757	1500	1600
